Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
CHIERI;CITTA' METROPOLITANA DI TORINO;Piemonte;;2016;2016-02-11T17:12:55Z;1739742895;7.8361731;45.0160404
IVREA;CITTA' METROPOLITANA DI TORINO;Piemonte;Piscina La Serra;2014;2014-02-05T08:54:45Z;1948960015;7.8795126;45.466211
POIRINO;CITTA' METROPOLITANA DI TORINO;Piemonte;;2013;2013-06-26T13:54:46Z;2361683878;7.8517774;44.9184546999999
PRAGELATO;CITTA' METROPOLITANA DI TORINO;Piemonte;;2012;2012-10-01T15:36:53Z;1941579463;6.9648873;45.0327321999999
RIVOLI;CITTA' METROPOLITANA DI TORINO;Piemonte;;2012;2012-07-09T19:14:13Z;1790054621;7.5495064;45.0730697999999
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;;2012;2012-09-25T05:28:24Z;1855080479;7.6354782;45.0463524
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;;2013;2013-01-05T23:50:43Z;2097331540;7.6835583;45.0849882999999
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;;2013;2013-02-14T11:32:19Z;2154344126;7.7175249;45.0791212999999
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;Franzoj;2013;2013-04-15T18:11:42Z;2028421667;7.6164854;45.0822068
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;Piscina Sebastopoli;2013;2013-03-23T20:48:58Z;1855080478;7.6366514;45.0485291
CARESANA;VERCELLI;Piemonte;Piscine Comunali;2012;2012-01-16T11:48:54Z;1592619315;8.5088232;45.2189055999999
ARONA;NOVARA;Piemonte;;2013;2013-01-12T21:28:08Z;2107874248;8.5370043;45.7819577
ARONA;NOVARA;Piemonte;;2013;2013-01-12T21:58:54Z;2107910514;8.5327959;45.7790881999999
ARONA;NOVARA;Piemonte;;2013;2013-01-12T22:06:33Z;2107923863;8.5351401;45.7773017
ARONA;NOVARA;Piemonte;;2013;2013-01-12T22:34:45Z;2108015985;8.5361325;45.7757565
ARONA;NOVARA;Piemonte;;2013;2013-01-17T19:00:24Z;2116644875;8.5459563;45.7621423
ARONA;NOVARA;Piemonte;;2013;2013-01-19T14:14:37Z;2119279274;8.5555587;45.7540843
ARONA;NOVARA;Piemonte;;2015;2015-11-19T13:27:14Z;2119279265;8.5579131;45.7559777999999
BORGO TICINO;NOVARA;Piemonte;;2013;2013-01-20T16:28:52Z;2121283409;8.58794939999999;45.7066232999999
COLAZZA;NOVARA;Piemonte;;2013;2013-01-14T17:35:07Z;2111002189;8.5015863;45.7910704
COLAZZA;NOVARA;Piemonte;;2013;2013-01-14T17:42:43Z;2111015438;8.4958344;45.7884336999999
COLAZZA;NOVARA;Piemonte;;2013;2013-01-14T17:50:37Z;2111021974;8.502666;45.7931243
COLAZZA;NOVARA;Piemonte;;2013;2013-01-14T17:50:37Z;2111021975;8.5022863;45.7938382999999
COLAZZA;NOVARA;Piemonte;;2013;2013-01-14T17:54:52Z;2111027178;8.4971997;45.7942725999999
COLAZZA;NOVARA;Piemonte;;2013;2013-01-14T18:59:43Z;2111173877;8.49446919999999;45.7905509
COLAZZA;NOVARA;Piemonte;;2013;2013-01-14T19:15:17Z;2111198619;8.5006704;45.7914784999999
COMIGNAGO;NOVARA;Piemonte;;2013;2013-01-21T18:51:28Z;2122830696;8.5598127;45.7141343999999
COMIGNAGO;NOVARA;Piemonte;;2013;2013-01-21T18:51:28Z;2122830702;8.5583911;45.7133404
DORMELLETTO;NOVARA;Piemonte;;2013;2013-01-19T19:57:41Z;2119827136;8.5658583;45.7453100999999
LESA;NOVARA;Piemonte;;2013;2013-01-11T21:07:46Z;2106327100;8.54052989999999;45.8065021
LESA;NOVARA;Piemonte;;2013;2013-01-11T21:11:53Z;2106332422;8.5392209;45.8081175
LESA;NOVARA;Piemonte;;2013;2013-01-11T21:27:02Z;2106355776;8.542343;45.8136009999999
LESA;NOVARA;Piemonte;;2013;2013-01-11T21:45:43Z;2106372071;8.54684909999999;45.8204466999999
LESA;NOVARA;Piemonte;;2013;2013-01-11T21:45:43Z;2106372080;8.5475303;45.8201083
LESA;NOVARA;Piemonte;;2013;2013-01-11T22:33:54Z;2106411518;8.5486702;45.8205511999999
LESA;NOVARA;Piemonte;;2013;2013-01-12T09:19:13Z;2106777109;8.5505265;45.8217682
LESA;NOVARA;Piemonte;;2013;2013-01-12T10:38:25Z;2106842200;8.5535052;45.8205355999999
LESA;NOVARA;Piemonte;;2013;2013-01-12T10:45:24Z;2106847977;8.5476875;45.8183185999999
LESA;NOVARA;Piemonte;;2013;2013-01-12T11:04:14Z;2106870158;8.54584479999999;45.8154398
LESA;NOVARA;Piemonte;;2013;2013-01-12T11:54:08Z;2106928356;8.5386297;45.8059236
LESA;NOVARA;Piemonte;;2013;2013-01-12T16:56:54Z;2107290850;8.53814689999999;45.8033957
LESA;NOVARA;Piemonte;;2013;2013-01-25T16:50:14Z;2127756179;8.5575823;45.8203152
LESA;NOVARA;Piemonte;;2013;2013-01-25T16:50:14Z;2127756217;8.55749679999999;45.8195809999999
LESA;NOVARA;Piemonte;;2013;2013-01-25T16:50:15Z;2127756250;8.5578318;45.8194554999999
LESA;NOVARA;Piemonte;;2013;2013-01-25T17:51:16Z;2127876655;8.5595111;45.8231157
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-11T21:42:40Z;2106370002;8.5428929;45.8179361999999
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-11T21:45:43Z;2106372067;8.5431262;45.8193474999999
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-11T21:58:56Z;2106383083;8.5409857;45.8197605
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-11T21:58:59Z;2106383262;8.541447;45.8193474999999
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-11T22:27:52Z;2106405949;8.54331389999999;45.8217924
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T10:49:24Z;2106851790;8.5397535;45.8214927
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:02:29Z;2106863549;8.54265919999999;45.8219846
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:02:29Z;2106863550;8.54239089999999;45.8222724999999
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:02:29Z;2106863553;8.5434853;45.8240484
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:02:29Z;2106863582;8.5432975;45.8235959
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:02:29Z;2106863610;8.5437428;45.8224146
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:02:29Z;2106863627;8.5443275;45.8231923
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:30:42Z;2106908692;8.53661529999999;45.8118878
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:36:01Z;2106912082;8.53824419999999;45.8167544
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T11:39:26Z;2106914582;8.5344159;45.8122953
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T15:45:00Z;2107201905;8.5339655;45.8127049
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T15:45:01Z;2107201912;8.5338178;45.8119288999999
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T15:45:01Z;2107201915;8.5333217;45.8127534999999
MASSINO VISCONTI;NOVARA;Piemonte;;2013;2013-01-12T16:20:48Z;2107239575;8.5390913;45.8199785999999
MEINA;NOVARA;Piemonte;;2013;2013-01-11T11:33:17Z;2105500926;8.53741469999999;45.8025882
MEINA;NOVARA;Piemonte;;2013;2013-01-11T11:33:17Z;2105500943;8.53786539999999;45.8008584999999
MEINA;NOVARA;Piemonte;;2013;2013-01-11T11:33:18Z;2105500962;8.5372281;45.802095
MEINA;NOVARA;Piemonte;;2013;2013-01-11T11:37:43Z;2105505084;8.5368901;45.7991499
MEINA;NOVARA;Piemonte;;2013;2013-01-12T17:27:23Z;2107358425;8.5354942;45.799151
MEINA;NOVARA;Piemonte;;2013;2013-01-12T17:27:23Z;2107358436;8.5356792;45.7962729999999
MEINA;NOVARA;Piemonte;;2013;2013-01-12T17:27:23Z;2107358446;8.5349336;45.7955905
MEINA;NOVARA;Piemonte;;2013;2013-01-12T17:29:32Z;2107365306;8.5351053;45.7993492
MEINA;NOVARA;Piemonte;;2013;2013-01-12T20:08:54Z;2107770150;8.5376051;45.7939465999999
MEINA;NOVARA;Piemonte;;2013;2013-01-12T20:17:31Z;2107781825;8.5347008;45.7931467
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:16:11Z;2107861222;8.5381066;45.7864973
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:16:11Z;2107861224;8.5388636;45.7814381999999
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:16:11Z;2107861227;8.5394773;45.7806951
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:16:11Z;2107861229;8.5373186;45.7860826
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:28:08Z;2107874239;8.5303529;45.7858862
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:28:09Z;2107874253;8.53123;45.7860731
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:28:09Z;2107874258;8.530605;45.7857721
MEINA;NOVARA;Piemonte;;2013;2013-01-12T21:28:09Z;2107874272;8.530854;45.7855341
MEINA;NOVARA;Piemonte;;2013;2013-01-12T22:38:20Z;2108018398;8.5408881;45.7760296
MEINA;NOVARA;Piemonte;;2013;2013-01-12T22:47:50Z;2108027376;8.5424786;45.7790488999999
MEINA;NOVARA;Piemonte;;2013;2013-01-12T22:47:52Z;2108027437;8.54244379999999;45.7761698999999
MEINA;NOVARA;Piemonte;;2013;2013-01-12T22:50:29Z;2108028597;8.5422432;45.7795151999999
MEINA;NOVARA;Piemonte;;2013;2013-01-12T22:56:03Z;2108031787;8.5422244;45.7799679
MEINA;NOVARA;Piemonte;;2013;2013-01-12T23:01:00Z;2108034517;8.5401934;45.7842060999999
MEINA;NOVARA;Piemonte;;2013;2013-01-12T23:01:32Z;2108035059;8.5401135;45.7846367
MEINA;NOVARA;Piemonte;;2013;2013-01-12T23:01:32Z;2108035063;8.5404139;45.7852407999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:03Z;2108585341;8.5359823;45.7856481999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:03Z;2108585348;8.53643289999999;45.7856032999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585381;8.5362291;45.7858389
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585388;8.53707129999999;45.785145
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585415;8.5352555;45.7850739
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585422;8.5354674;45.7853843999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585425;8.5373154;45.7853581999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585430;8.5357517;45.7854723
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585441;8.53621839999999;45.7852104999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:04Z;2108585444;8.5360709;45.7852778
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:15:05Z;2108585462;8.5375568;45.7851356999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T10:17:57Z;2108588761;8.53621839999999;45.7866488
MEINA;NOVARA;Piemonte;;2013;2013-01-13T17:58:33Z;2109314063;8.5381286;45.7880802999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T17:58:34Z;2109314068;8.5397;45.7884784999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T21:34:39Z;2109659473;8.5048198;45.7836454999999
MEINA;NOVARA;Piemonte;;2013;2013-01-13T21:34:40Z;2109659483;8.5052287;45.7837407999999
MEINA;NOVARA;Piemonte;;2013;2013-01-14T22:05:53Z;2111420112;8.529258;45.7915826999999
MEINA;NOVARA;Piemonte;;2013;2013-01-14T22:05:54Z;2111420153;8.5298051;45.7933706
MEINA;NOVARA;Piemonte;;2013;2013-01-14T22:05:54Z;2111420159;8.5312964;45.7927122999999
MEINA;NOVARA;Piemonte;;2013;2013-01-15T16:00:51Z;2112469271;8.5340406;45.7939113999999
MEINA;NOVARA;Piemonte;;2013;2013-01-15T16:26:09Z;2112501341;8.533498;45.7915813999999
MEINA;NOVARA;Piemonte;;2013;2013-01-15T16:29:34Z;2112505068;8.5373558;45.790272
MEINA;NOVARA;Piemonte;;2013;2013-01-15T19:54:10Z;2112752313;8.5358376;45.7871242
MEINA;NOVARA;Piemonte;;2013;2013-01-15T20:05:00Z;2112764221;8.5334106;45.7911531999999
MEINA;NOVARA;Piemonte;;2013;2013-01-15T20:20:33Z;2112791314;8.5386141;45.7922490999999
MEINA;NOVARA;Piemonte;;2013;2013-01-15T20:36:32Z;2112816443;8.5342207;45.794231
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-11T10:06:24Z;2105416225;8.5275721;45.8088242999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-11T10:06:25Z;2105416229;8.528365;45.8099457
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-11T10:06:25Z;2105416241;8.52790899999999;45.8092388999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-13T22:16:49Z;2109774735;8.5223507;45.7909155999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-13T22:16:51Z;2109774824;8.5232367;45.7900178
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T20:51:02Z;2111301404;8.51938419999999;45.7955760999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T20:56:05Z;2111305537;8.5205536;45.7976107
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T21:22:35Z;2111344827;8.51869029999999;45.7973989999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T21:22:35Z;2111344841;8.5190605;45.7969482999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T21:22:36Z;2111344863;8.5185581;45.7970365999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T21:22:36Z;2111344871;8.5145624;45.7983845999999
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T21:59:57Z;2111411196;8.5285869;45.7993834
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-14T22:05:54Z;2111420176;8.5297483;45.7967467
NEBBIUNO;NOVARA;Piemonte;;2013;2013-01-25T11:56:05Z;2105484941;8.5333121;45.8030295
NEBBIUNO;NOVARA;Piemonte;Piscina di Nebbiuno;2012;2012-03-13T14:07:48Z;1673397796;8.5226235;45.8050873999999
NOVARA;NOVARA;Piemonte;Piscina Alcarotti;2011;2011-06-10T22:51:39Z;1319513651;8.6116701;45.4486090999999
OLEGGIO;NOVARA;Piemonte;Aquam;2011;2011-10-06T13:19:32Z;1456762966;8.6406727;45.5956413999999
OLEGGIO CASTELLO;NOVARA;Piemonte;;2013;2013-01-18T10:42:25Z;2117534219;8.5336316;45.7559201999999
OLEGGIO CASTELLO;NOVARA;Piemonte;;2013;2013-01-18T10:46:31Z;2117540401;8.53041829999999;45.7509962999999
OLEGGIO CASTELLO;NOVARA;Piemonte;;2013;2013-01-18T11:08:41Z;2117560777;8.5369817;45.7443123999999
OLEGGIO CASTELLO;NOVARA;Piemonte;;2013;2013-01-18T11:28:24Z;2117572578;8.5305202;45.7432379999999
OLEGGIO CASTELLO;NOVARA;Piemonte;;2013;2013-01-18T11:28:24Z;2117572607;8.5323549;45.7443385999999
PISANO;NOVARA;Piemonte;;2013;2013-01-14T17:30:02Z;2110989775;8.505198;45.7906538
PISANO;NOVARA;Piemonte;;2013;2013-01-14T17:32:11Z;2110997078;8.5046815;45.7910948
PISANO;NOVARA;Piemonte;;2013;2013-01-14T17:35:07Z;2111002179;8.5034987;45.7898137999999
PISANO;NOVARA;Piemonte;;2013;2013-01-14T17:35:07Z;2111002195;8.5030937;45.7897297
PISANO;NOVARA;Piemonte;;2013;2013-01-14T17:50:37Z;2111021967;8.50407;45.794536
PISANO;NOVARA;Piemonte;;2013;2013-01-14T17:50:37Z;2111021972;8.503893;45.7936176999999
PISANO;NOVARA;Piemonte;;2013;2013-01-14T19:50:40Z;2111233007;8.5027518;45.7874574
PISANO;NOVARA;Piemonte;;2013;2013-01-14T21:22:35Z;2111344824;8.5161181;45.7966623
PISANO;NOVARA;Piemonte;;2013;2013-01-14T21:22:35Z;2111344836;8.5156004;45.7983677
PISANO;NOVARA;Piemonte;;2013;2013-01-14T21:22:35Z;2111344839;8.51565669999999;45.7981246
PISANO;NOVARA;Piemonte;;2013;2013-01-14T21:22:35Z;2111344846;8.5150693;45.7980627999999
PISANO;NOVARA;Piemonte;;2013;2013-01-14T21:22:35Z;2111344847;8.5168932;45.7965349999999
PISANO;NOVARA;Piemonte;;2013;2013-01-14T21:22:36Z;2111344850;8.5153402;45.7980237
PISANO;NOVARA;Piemonte;;2013;2013-01-14T21:22:36Z;2111344857;8.5163246;45.7958769
CUNEO;CUNEO;Piemonte;Piscina Comunale;2011;2011-07-10T18:46:42Z;1356955447;7.5524983;44.3875857999999
MONDOVI';CUNEO;Piemonte;Piscina Comunale;2012;2012-04-11T10:51:13Z;1711287672;7.8120813;44.3823651
SALUZZO;CUNEO;Piemonte;Piscina Comunale di Saluzzo;2012;2012-04-07T08:42:05Z;1473051186;7.4854487;44.6523901999999
IMPERIA;IMPERIA;Liguria;Piscina comunale Felice Cascione - Rari Nantes I;2013;2013-05-20T16:15:34Z;452908175;8.0220656;43.8806614
PRELA';IMPERIA;Liguria;;2014;2014-10-03T12:13:46Z;890962407;7.931291;43.9281003999999
SAN REMO;IMPERIA;Liguria;;2012;2012-04-18T12:45:31Z;1721754119;7.7960438;43.8214468999999
ALBENGA;SAVONA;Liguria;Stadio del nuoto;2012;2012-03-11T21:54:25Z;1671128064;8.2251745;44.0443208
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;;2013;2013-05-03T22:20:08Z;2290911697;8.9600797;44.4089028
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;;2014;2014-09-26T15:26:10Z;1729081854;8.89165569999999;44.4342268999999
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;I Delfini - Aquacenter Pra';2013;2013-06-04T12:26:10Z;2315843075;8.7831557;44.4267765
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Lago Figoi;2013;2013-05-03T22:12:34Z;2290897968;8.8760607;44.4397397999999
GENOVA;CITTA' METROPOLITANA DI GENOVA;Liguria;Pscina comunale di San Fruttuoso;2013;2013-05-03T22:20:08Z;2290911702;8.9583201;44.4097535
LAVAGNA;CITTA' METROPOLITANA DI GENOVA;Liguria;Piscina Comunale Parco Tigullio;2013;2013-02-23T16:03:59Z;2169012503;9.3528362;44.3038979
ROVEGNO;CITTA' METROPOLITANA DI GENOVA;Liguria;Piscina di Casanova;2012;2012-09-03T14:25:15Z;1896399614;9.30840139999999;44.5549296
SESTRI LEVANTE;CITTA' METROPOLITANA DI GENOVA;Liguria;Piscine comunali Sestri Levante;2013;2013-06-20T19:21:40Z;1739079235;9.4053751;44.2720056
SORI;CITTA' METROPOLITANA DI GENOVA;Liguria;;2012;2012-06-01T21:21:44Z;1773044361;9.1055552;44.3737841
SORI;CITTA' METROPOLITANA DI GENOVA;Liguria;Piscina Comunale Estiva;2013;2013-08-18T15:09:05Z;2422980913;9.1025562;44.3714031
BREBBIA;VARESE;Lombardia;;2013;2013-01-14T16:59:22Z;2110933310;8.65213619999999;45.8271227999999
CASTIGLIONE OLONA;VARESE;Lombardia;Piscina New Swim;2014;2014-08-19T22:05:03Z;2374270069;8.8767002;45.7511058999999
LAVENA PONTE TRESA;VARESE;Lombardia;Water Park;2013;2013-06-26T07:11:24Z;2361262806;8.8708399;45.9575551
SESTO CALENDE;VARESE;Lombardia;FerPool Piscine;2015;2015-10-15T08:13:26Z;3749358256;8.6605572;45.7224583
SESTO CALENDE;VARESE;Lombardia;Monate Piscine;2015;2015-09-18T15:03:22Z;3749358259;8.6492787;45.723914
TRADATE;VARESE;Lombardia;MioClub;2014;2014-06-01T21:12:40Z;2331103679;8.9027328;45.7035146999999
BORMIO;SONDRIO;Lombardia;Bormio Terme;2016;2016-01-10T10:35:50Z;1783595018;10.3692332;46.4699722
TIRANO;SONDRIO;Lombardia;Piscina Comunale;2012;2012-09-11T13:21:32Z;1909930778;10.1780753;46.2185789999999
ARESE;CITTA' METROPOLITANA DI MILANO;Lombardia;;2012;2012-11-06T09:34:21Z;1999672693;9.0633671;45.5544402
BRESSO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2011;2011-09-11T11:18:41Z;1365964947;9.1966435;45.5380004
BUSTO GAROLFO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2012;2012-12-18T22:55:14Z;2073835435;8.87638319999999;45.5516859999999
CASSINA DE'PECCHI;CITTA' METROPOLITANA DI MILANO;Lombardia;;2014;2014-10-09T19:08:45Z;3121056591;9.3605809;45.5150471999999
CORMANO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2012;2012-05-12T16:28:23Z;1749836755;9.1654307;45.5429074999999
CORSICO;CITTA' METROPOLITANA DI MILANO;Lombardia;piscina comunale di COrsico;2012;2012-08-24T14:55:30Z;1880964827;9.1115469;45.4390666999999
GORGONZOLA;CITTA' METROPOLITANA DI MILANO;Lombardia;Piscina Comune di Gorgonzola;2012;2012-08-26T13:29:02Z;1883695796;9.4152888;45.5328300999999
MELEGNANO;CITTA' METROPOLITANA DI MILANO;Lombardia;Piscina Comunale;2012;2012-07-12T09:17:06Z;1822701247;9.33010419999999;45.3508958
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2011;2011-09-19T11:22:01Z;1437381862;9.1728134;45.4492383999999
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2012;2012-10-29T22:54:00Z;1437381861;9.15330299999999;45.4475899999999
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2013;2013-04-05T16:09:38Z;1912742396;9.1402335;45.5123431
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2015;2015-04-24T11:41:38Z;2828635092;9.1866165;45.4411308
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2015;2015-05-14T11:11:44Z;3517096802;9.2625591;45.4693668999999
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2015;2015-05-14T11:13:25Z;1437381857;9.1487891;45.4466042
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;gardaland water park;2012;2012-10-28T22:57:05Z;1987787478;9.0820425;45.4726451
MILANO;CITTA' METROPOLITANA DI MILANO;Lombardia;Milano sport;2013;2013-01-19T22:56:39Z;2120113040;9.1605016;45.4816940999999
PESCHIERA BORROMEO;CITTA' METROPOLITANA DI MILANO;Lombardia;;2012;2012-11-28T09:06:00Z;2037920836;9.3136892;45.4332365
ROZZANO;CITTA' METROPOLITANA DI MILANO;Lombardia;Piscina comunale AMA Sport;2011;2011-07-25T17:19:23Z;1373985307;9.1593903;45.3788113999999
SEGRATE;CITTA' METROPOLITANA DI MILANO;Lombardia;;2011;2011-01-18T12:13:45Z;1108916432;9.27313159999999;45.4771203
SETTIMO MILANESE;CITTA' METROPOLITANA DI MILANO;Lombardia;;2012;2012-01-06T14:05:38Z;1579437850;9.04873199999999;45.4887433999999
GRUMELLO DEL MONTE;BERGAMO;Lombardia;;2013;2013-05-16T19:03:30Z;2306736429;9.8796776;45.6418682999999
